ID,Classification 1,Classification 2,Resolution,match,Final Classification
TRANSFORMATION_104,TRUE_UNDER,TRUE_UNDER,,TRUE,TRUE_UNDER
TRANSFORMATION_105,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_106,TRUE_NEW_OVER,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_107,TRUE_NEW_OVER,TRUE_UNDER,TRUE_UNDER,TRUE,TRUE_UNDER
TRANSFORMATION_108,TRUE_NEW_OVER,TRUE_UNDER,TRUE_UNDER,TRUE,TRUE_UNDER
TRANSFORMATION_109,TRUE_NEW,TRUE,TRUE,TRUE,TRUE
TRANSFORMATION_110,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_111,TRUE_NEW_OVER,TRUE_NEW_OVER_UNDER,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_112,TRUE_NEW_OVER,TRUE_NEW,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_113,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_114,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_115,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_116,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_117,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_118,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_119,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_120,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_121,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_122,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_123,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_124,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_125,TRUE_UNDER,TRUE_UNDER,,TRUE,TRUE_UNDER
TRANSFORMATION_126,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_127,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_128,TRUE_NEW,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_129,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_130,TRUE_NEW,Unsure; no line number TRUE_UNDER,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_131,TRUE_NEW,Unsure; no line number TRUE_UNDER,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_132,FALSE,TRUE_NEW,TRUE_NEW,TRUE,TRUE_NEW
TRANSFORMATION_133,TRUE_NEW,Unsure; no line number TRUE_UNDER,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_134,TRUE_NEW_OVER,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_135,TRUE_NEW,TRUE,TRUE,TRUE,TRUE
TRANSFORMATION_136,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_137,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_138,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_139,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_140,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_141,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_142,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_143,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_144,TRUE,TRUE_NEW_UNDER,TRUE_NEW_UNDER,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_145,TRUE_UNDER,TRUE_NEW,TRUE_NEW,TRUE,TRUE_NEW
TRANSFORMATION_146,TRUE_NEW_OVER,TRUE_NEW,FALSE,TRUE,FALSE
TRANSFORMATION_147,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_148,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_149,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_150,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_151,TRUE_NEW_UNDER,TRUE_NEW_UNDER,,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_152,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_153,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_154,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_155,TRUE_NEW_UNDER,TRUE_NEW_UNDER,,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_156,FALSE (OVER_UNDER?),FALSE (OVER_UNDER?),,TRUE,FALSE (OVER_UNDER?)
TRANSFORMATION_157,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_158,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_159,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_160,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_161,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_162,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_163,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_164,TRUE,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_165,TRUE_UNDER,TRUE_UNDER,,TRUE,TRUE_UNDER
TRANSFORMATION_166,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_167,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_168,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_169,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_170,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_171,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_172,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_173,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_174,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_175,TRUE_NEW_UNDER,TRUE_NEW_UNDER,,TRUE,TRUE_NEW_UNDER
TRANSFORMATION_176,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_177,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_178,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_179,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_180,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_181,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_182,TRUE_NEW,TRUE_NEW,,TRUE,TRUE_NEW
TRANSFORMATION_183,FALSE,TRUE_NEW_OVER,TRUE_NEW_OVER,TRUE,TRUE_NEW_OVER
TRANSFORMATION_184,TRUE,TRUE,,TRUE,TRUE
TRANSFORMATION_185,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_186,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_187,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_188,TRUE_UNDER,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_189,TRUE_UNDER,FALSE,FALSE,TRUE,FALSE
TRANSFORMATION_190,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_191,FALSE,FALSE,,TRUE,FALSE
TRANSFORMATION_192,FALSE,FALSE,,TRUE,FALSE
